mode,para_id,en,rep,matched,injected,term_hit,hit_form,decoy,followed_decoy
none,P020,first-pass cardiac scan(resting),일회통과심장스캔-안정상태,False,False,False,,,
none,P021,sex cord-stromal tumor,성끈기질종양,True,True,False,,,
none,P021,cardiac murmur,심잡음,True,True,True,심잡음,,
none,P021,coupling color,커플링염료,True,True,False,,,
none,P022,clostridium histolyticum,클로스트리듐히스톨리티쿰,True,True,True,클로스트리듐히스톨리티쿰,,
none,P022,total lipodystrophy,전체 지방영양장애,True,True,False,,,
none,P022,ulceroglandular tularaemia,궤양림프절야생토끼병,True,True,False,,,
none,P023,open-chain compound,열린사슬화합물,True,True,False,,,
none,P023,z-plasty,Z성형(술),True,True,False,,,
none,P023,isosorbide,이소소르바이드,True,True,False,,,
none,P024,intramuscular nerve stimulation,근육내신경자극치료,True,True,False,,,
none,P024,developmental retardation child,발달 부진아,True,True,False,,,
none,P024,holoparasite,완전기생체,True,True,False,,,
none,P025,instep island flap,안쪽발바닥섬피판,True,True,False,,,
none,P025,shifting reaction,편위반응,True,True,False,,,
none,P025,membranous endometritis,막자궁내막염,True,True,False,,,
none,P026,phosphene,섬광시,True,True,False,,,
none,P026,odontoprisis,이갈기,True,True,False,,,
none,P026,cardiography,심장도검사,True,True,False,,,
none,P027,transistor hearing aid,트랜지스터보청기,True,True,True,트랜지스터보청기,,
none,P027,phlebitis and thrombophlebitis,정맥염 및 혈전정맥염,True,True,False,,,
none,P027,urethroscopic surgery,요도경하 수술,True,True,False,,,
none,P028,epidural nerve block,경막외 신경차단술,True,True,True,경막외 신경차단술,,
none,P028,ataxic hemiparesis,실조성반부전마비,True,True,False,,,
none,P028,organoid tumor,장기모양종양,True,True,False,,,
none,P029,sclerosing retroperitonitis,경화뒤배막염,True,True,False,,,
none,P029,plate,평판,True,True,True,판,,
none,P029,br. tx.,브릿지 치료,False,False,False,,,
none,P030,acropathy,말단병(증),True,True,False,,,
none,P030,uncoupling,결합저지,True,True,False,,,
none,P030,cyst of prostate,전립샘 낭,True,True,True,전립선 낭,,
none,P031,chorea gravidarum,임신무도병,True,True,False,,,
none,P031,clay stool,회색변,True,True,False,,,
none,P031,gorei-san,오령산,True,True,True,오령산,,
none,P032,graves' ophthalmopathy,그레이브스 눈병증,True,True,False,,,
none,P032,non-exudative,삼출되지않은,True,True,False,,,
none,P032,endolymphatic duct,속림프관,True,True,True,내림프관,,
none,P033,arsenic mirror,코거울,True,True,False,,,
none,P033,supporting spiritual rituals,영적의식 지지하기,True,True,False,,,
none,P033,muscular atrophy,근위축,True,True,True,근위축,,
none,P034,spondylopathy,척추병(증),True,True,False,,,
none,P034,thyroidea ima artery,맨아래갑상동맥,True,True,False,,,
none,P034,orthognathic surgery,악교정수술,True,True,False,,,
none,P035,lcp disease,넙다리뼈머리뼈끝뼈연골증,True,True,True,레그-칼베-페르테스,,
none,P035,deforming dorsopathies,변형성 등병증,True,True,False,,,
none,P035,bacteriocin,박테리오신,True,True,True,박테리오신,,
none,P036,thoracalgia,흉통,True,True,True,흉통,,
none,P036,delay procedure,지연처치,True,True,False,,,
none,P036,tricephalus,세머리태아,True,True,False,,,
none,P037,supraclavicular approach,빗장위접근법,True,True,True,쇄골상접근법,,
none,P037,eosinophilic non-allergic rhinitis,호산성 비알레르기성 비염,True,True,False,,,
none,P037,papilloma of cerviv,자궁경부의 유두종,True,True,False,,,
none,P038,hypothalamic-pituitary-adrenal axis,시상하부-뇌하수체-부신축,True,True,True,시상하부-뇌하수체-부신축,,
none,P038,androgenic alopecia,안드로젠탈모증,True,True,False,,,
none,P038,halmatogenesis,돌연세대변이,True,True,False,,,
none,P039,isomaltase,이소말타아제,True,True,False,,,
none,P039,postprocedural subglottic stenosis,처치후 성문하협착,True,True,False,,,
none,P039,acclimation fever,순화열,True,True,False,,,
none,P040,intromission,삽입,True,True,True,삽입,,
none,P040,microlymphatic graft,미세림프절이식,True,True,False,,,
none,P040,lenticonus,원뿔수정체,True,True,False,,,
none,P041,metagonimus yokogawai,요코가와흡충,True,True,False,,,
none,P041,enema apparatus,관장기,True,True,True,관장기,,
none,P041,rash purpuric,자색반 발진,True,True,False,,,
none,P042,factor viii,제8인자,True,True,True,제8인자,,
none,P042,bony excrescence,뼈이상돌출,True,True,False,,,
none,P042,biopsy of adenoid,인두편도 생검,True,True,False,,,
none,P043,undercorrection,부족교정,True,True,False,,,
none,P043,transluminal coronary atherectomy,내강경유 심장혈관 죽종절제,True,True,False,,,
none,P043,stump hallucination,절단끝환각,True,True,False,,,
none,P044,proenzyme,풋효소,True,True,False,,,
none,P044,traveling clinic,이동진료소,True,True,False,,,
none,P044,pallister-killian syndrome,팰리스터-킬리언 증후군,True,True,True,팔리스터-킬리안 증후군,,
none,P045,leukokeratosis nicotina palati,구개 니코틴성 백색각화증,True,True,False,,,
none,P045,monorchidism,홑고환증,True,True,False,,,
none,P045,steatocystoma,피지낭종,True,True,False,,,
none,P046,vaginal discharge,대하,True,True,False,,,
none,P046,posterior thoracic fusion,뒷쪽 가슴척추 유합,True,True,False,,,
none,P046,sucking disc,흉반,True,True,True,흡반,,
none,P047,rectal,곧창자-,True,True,False,,,
none,P047,pyrexia during labour,출산중 발열,True,True,False,,,
none,P047,genital infection fungal,생식 기관 곰팡이 감염,True,True,False,,,
none,P048,dense deposit disease,고밀도침착병,True,True,False,,,
none,P048,endoscopic transmyocardial revascularization,내시경 이용 심근경유 혈관 재형성,True,True,False,,,
none,P048,vasectomy seekers,정관절제술탐침,True,True,False,,,
none,P049,convalescence following chemotherapy,화학요법후 회복기,True,True,False,,,
none,P049,apneustic respiration,지속흡입호흡,True,True,False,,,
none,P049,carpometacarpal joint structure,손목손허리관절,True,True,False,,,
none,P050,window defect,창문비침,True,True,False,,,
none,P050,metathalamus,시상후부,True,True,False,,,
none,P050,patent medicine,특허약,True,True,False,,,
none,P051,pulex,벼룩(속),True,True,False,,,
none,P051,genu valgum,외반슬,True,True,False,,,
none,P051,thymopoietin,티모포이에틴,True,True,True,티모포이에틴,,
none,P052,arthroscopic menisectomy,관절경 이용 초승달 절제,True,True,False,,,
none,P052,heart rate variability,심박변이도,True,True,False,,,
none,P052,subretinal,망막밑-,True,True,False,,,
none,P053,waveform,파형,True,True,True,파형,,
none,P053,closed reduction,비개방정복(술),True,True,False,,,
none,P053,pilomatrixoma,털바탕질종,True,True,False,,,
none,P054,crossbite (anterior)(posterior),맞물림이상(앞쪽)(뒤쪽),False,False,True,교차교합,,
none,P054,prostatodynia,전립샘통증,True,True,False,,,
none,P054,uropoiesis,요생산,True,True,False,,,
none,P055,schistocephalus,머리갈림태아,True,True,False,,,
none,P055,modified norwood operation,수정된 노우드수술,True,True,False,,,
none,P055,peptonization,펩톤화,True,True,True,펩톤화,,
none,P056,apoplectic coma,중풍혼수,True,True,False,,,
none,P056,atrioventricular septal defect,심방실중격결손,True,True,False,,,
none,P056,assess hospice,호스피스 사정,True,True,False,,,
none,P057,continuous,연속-,True,True,False,,,
none,P057,zoe filling,치아진정처치,True,True,False,,,
none,P057,oxidizing color,산화염료,True,True,False,,,
none,P058,hammerhead ribozyme,망치머리형리보자임,True,True,False,,,
none,P058,scleral necrosis/melt,공막 괴사/ 융해,False,False,True,공막 괴사/ 융해,,
none,P058,infanthood,영아기,True,True,True,영아기,,
none,P059,ulcerlike nud,궤양성 비궤양성 소화불량,True,True,False,,,
none,P059,gwollyo,관료(顴髎),True,True,False,,,
none,P059,double bladder,중복방광,True,True,False,,,
none,P060,auriculotemporal nerve,귓바퀴관자신경,True,True,False,,,
none,P060,annulospiral ending,고리나선신경종말,True,True,False,,,
none,P060,ascending arm venography,상지-상행적상지정맥,True,True,False,,,
none,P061,epidermophyton,표피사상균(속),True,True,False,,,
none,P061,tubal tonsil,귀인두관편도,True,True,False,,,
none,P061,single-step growth curve,일회증식곡선,True,True,False,,,
none,P062,antineutrophil cytoplasmic antibody,항중성구세포질항체,True,True,False,,,
none,P062,pharyngoparalysis,인두마비,True,True,True,인두마비,,
none,P062,vasa previa,전치 맥관,True,True,False,,,
none,P063,tzanck smear test,장크도말검사,True,True,False,,,
none,P063,ecdysis,허물벗기,True,True,True,탈피,,
none,P063,major amblyoscope,대형 약시경,True,True,False,,,
none,P064,closed approach,폐쇄방법,True,True,False,,,
none,P064,thyroid notch,방패패임,True,True,False,,,
none,P064,intraocular,안구내-,True,True,False,,,
none,P065,precipitate labor,급속 분만,True,True,True,급속 분만,,
none,P065,dental granuloma,뿌리끝육아종,True,True,False,,,
none,P065,rickets of prematurity,미숙아의 구루병,True,True,False,,,
none,P066,frontosphenoesthmoidectomy,이마나비사골동절제술,True,True,False,,,
none,P066,poor sucking reflex,빨기 반사 어려움,True,True,False,,,
none,P066,assessing waste service,쓰레기처리 능력 사정하기,True,True,False,,,
none,P067,epiduroscopic neuroplasty,내시경적 경막외강 신경성형술,True,True,False,,,
none,P067,relative scotoma,상대암점,True,True,True,상대암점,,
none,P067,multiple adenomatous polyps,다발성 샘종성 폴립,True,True,False,,,
none,P068,solenopsis invicta,불개미,True,True,False,,,
none,P068,sheathed artery,집형성동맥,True,True,False,,,
none,P068,ureteroscopic,요도경검사에 의한,True,True,False,,,
none,P069,multidrug resistance,다약제내성,True,True,False,,,
none,P069,gonadoadvent,생식기능출현기,True,True,False,,,
none,P069,pa x-ray,치근단 방사선촬영,True,True,False,,,
none,P070,physically handicapped,거동불편자,True,True,False,,,
none,P070,centrolecithal,중심난황-,True,True,False,,,
none,P070,entire nasal septum,온코사이막,True,True,False,,,
none,P071,a/s capsulectomy,관절경적 피막절제술,False,False,False,,,
none,P071,posterior cordectomy,뒷쪽 성대 절제,True,True,True,후방 성대 절제,,
none,P071,intra-operative neurophysiologic testing,수술중 신경생리학적 검사,True,True,False,,,
none,P072,enteropathic arthritis,창자질환성 관절염,True,True,False,,,
none,P072,oncogene,종양유전자,True,True,True,종양유전자,,
none,P072,protein-losing enteropathy,단백질소실장병(증),True,True,False,,,
none,P073,urethrocutaneous fistula,요도피부샛길,True,True,True,요도피부 루,,
none,P073,anesthesiologist,마취과의사,True,True,True,마취과의사,,
none,P073,old tuberculin,재래식투베르쿨린,True,True,False,,,
none,P074,microsomia,작은몸증,True,True,False,,,
none,P074,pericanalicular,소관주위-,True,True,False,,,
none,P074,penicillar arteriole,붓털세동맥,True,True,False,,,
none,P075,posttransplant lymphoproliferative disease,이식후림프세포증식병,True,True,False,,,
none,P075,epididymal duct,부고환관,True,True,True,부고환관,,
none,P075,urethrotomy,요도 절개,True,True,True,요도 절개,,
none,P076,inhalator,흡입기,True,True,True,흡입기,,
none,P076,omsk haemorrhagic fever,옴스크출혈열,True,True,True,옴스크출혈열,,
none,P076,ramus of pubis,두덩뼈가지,True,True,False,,,
none,P077,dry weight,투석목표체중,True,True,False,,,
none,P077,macular holes,황반 원공,True,True,True,황반 원공,,
none,P077,subpapillary arterial network,유두밑동맥그물,True,True,True,유두하동맥망,,
none,P078,syphilogen,매독원,True,True,False,,,
none,P078,cardiodiaphragmatic angle,심장가로막각,True,True,True,심장횡격막각,,
none,P078,ebonation,뼈조각제거,True,True,False,,,
none,P079,diving reflex,잠수반사,True,True,True,잠수반사,,
none,P079,pungji,풍지(風池),True,True,True,풍지(風池),,
none,P079,vertebro-basilar artery syndrome,척추-뇌기저동맥증후군,True,True,False,,,
none,P080,chest expiration,가슴 날숨촬영,True,True,False,,,
none,P080,rhinoantritis,코굴염,True,True,True,비동염,,
none,P080,uremic convulsion,요독경련,True,True,False,,,
none,P081,cobblestone tongue,조약돌혀,True,True,False,,,
none,P081,small-and light-for-dates,과소 및 과소체중아,True,True,False,,,
none,P081,saliva viscosity test,타액 점조도 검사,True,True,False,,,
none,P082,progressive hemifacial atrophy,진행성 반쪽얼굴 위축,True,True,False,,,
none,P082,afterloading technique,후장진법,True,True,False,,,
none,P082,assess disimpaction,매복변제거 사정,True,True,False,,,
none,P083,nodular fasciitis,결절 근막염,True,True,False,,,
none,P083,zosteriform lentiginous nevus,띠모양흑(색)점모반,True,True,False,,,
none,P083,nodular prurigo,결절가려움발진,True,True,False,,,
none,P084,encephalopathy toxic,독성 뇌병증,True,True,True,독성 뇌병증,,
none,P084,medial nasal prominence,내측비융기,True,True,False,,,
none,P084,anisometropic amblyopia,굴절부등약시,True,True,False,,,
none,P085,t-colectomy,횡행결장절제술,True,True,False,,,
none,P085,bone inlay,골내재,True,True,False,,,
none,P085,sequestrectomy of skull,머리뼈 부골 절제,True,True,False,,,
none,P086,associated disorder,수반장애,True,True,False,,,
none,P086,uncovertebral,갈고리돌기-,True,True,False,,,
none,P086,cholelithiasis,담석증,True,True,True,담석증,,
none,P087,meckel's imaging,메켈스 스캔,True,True,False,,,
none,P087,aortic(valve) stenosis,대동맥판협착,False,False,True,대동맥판막협착,,
none,P087,arm-to-retina circulation time,팔망막순환시간,True,True,False,,,
none,P088,tubular reabsorption,요세관재흡수,True,True,False,,,
none,P088,rothmund thomson syndrome,로트문드 톰슨 증후군,True,True,False,,,
none,P088,muscle twitch,근육 경련,True,True,True,근육 경련,,
none,P089,bis in die,1일2회,True,True,False,,,
none,P089,abrasion of flank,옆구리 찰과상,True,True,False,,,
none,P089,gustatory hyperesthesia,미각과민(증),True,True,True,미각과민,,
none,P090,epidermolysis bullosa simplex,단순 수포성 표피박리증,True,True,False,,,
none,P090,enteral feeding regime,경장 섭취 요법,True,True,False,,,
none,P090,high quality-hcv ab,정밀면역검사-C형간염항체,True,True,False,,,
none,P091,hepaticostomy,간관루설치(술),True,True,False,,,
none,P091,root pain,신경뿌리통증,True,True,False,,,
none,P091,parasympathetic nervous system,부교감신경계통,True,True,True,부교감신경계,,
none,P092,x-ray illumination,X선필름판독대,True,True,False,,,
none,P092,angioma cavernosum,해면혈관종,True,True,False,,,
none,P092,cap crown,금관,True,True,True,관,,
none,P093,coffin-siris syndrome,코핀-시리스 증후군,True,True,True,코핀-시리스 증후군,,
none,P093,working length distance,근관장측정검사,True,True,False,,,
none,P093,uterine arteriography,복부및골반동맥조영-자궁동맥,True,True,False,,,
none,P094,cirsophthalmia,결막정맥류,True,True,False,,,
none,P094,interarytenoid notch,모뿔사이패임,True,True,False,,,
none,P094,hot bag,더운물 주머니,True,True,False,,,
none,P095,agenesis of lung,폐의 무발생,True,True,False,,,
none,P095,perform diversional care,전환간호 수행,True,True,False,,,
none,P095,opsin,옵신,True,True,True,옵신,,
none,P096,growth fever,변증,True,True,False,,,
none,P096,scorbutic ulcer,괴혈병궤양,True,True,False,,,
none,P096,false neuroma,가성신경종,True,True,True,가성신경종,,
none,P097,neoadjuvant chemotherapy,신보강화학요법,True,True,False,,,
none,P097,death,사,True,True,True,사,,
none,P097,supraspinous,가시끝-,True,True,False,,,
none,P098,functional ileus,기능창자막힘증,True,True,False,,,
none,P098,endorectal pull-through operation,직장내 풀-스루식 수술,True,True,False,,,
none,P098,counterfeit disease,꾀병,True,True,False,,,
none,P099,micromovement,미세운동,True,True,False,,,
none,P099,stenoxenous parasite,협숙주기생충,True,True,False,,,
none,P099,surgical staging,외과적시기결정,True,True,False,,,
none,P100,overdetermined idea,과잉결정관념,True,True,False,,,
none,P100,hyperesophoria,상내사위,True,True,False,,,
none,P100,post-term,만삭후,False,False,False,,,
none,P101,soryo,소료(素髎),True,True,False,,,
none,P101,endemic disease,풍토병,True,True,True,풍토병,,
none,P101,eurytrema pancreaticum,췌질,True,True,False,,,
none,P102,rotational irradiation coach,회전방사선치료대,True,True,False,,,
none,P102,outbreed,무작위교배계,True,True,False,,,
none,P102,nerve conduction study(head),신경전도검사(두부),False,False,True,신경전도검사(두부),,
none,P103,pharynx,인두,True,True,True,인두,,
none,P103,ctha and ctap,컴퓨터 단층촬영 간 동맥조영술과 컴퓨터 단층촬영 문맥조영술,True,True,False,,,
none,P103,cyclamate,시클라메이트,True,True,False,,,
none,P104,nuclear polyhedrosis virus,핵다면체형성바이러스,True,True,False,,,
none,P104,platymorphia,편평안구,True,True,False,,,
none,P104,square root sign,제곱근모양징후,True,True,False,,,
none,P105,holy fire,에르고트중독증,True,True,False,,,
none,P105,hemeralopia,주간맹,True,True,False,,,
none,P105,avulsion fracture,찢김 골절,True,True,True,견열골절,,
none,P106,salicylamide,살리실아마이드,True,True,True,살리실아마이드,,
none,P106,volume elasticity coefficient,용적탄력률,True,True,False,,,
none,P106,lead gown,납가운,True,True,True,납가운,,
none,P107,anthracosis,탄분증,True,True,False,,,
none,P107,proacrosomal granule,풋첨단체과립,True,True,False,,,
none,P107,cromolyn,크로몰린,True,True,True,크로몰린,,
none,P108,diffusing capacity,확산능,True,True,True,확산능,,
none,P108,venule,세정맥,True,True,True,세정맥,,
none,P108,mucopurulent,점액고름-,True,True,False,,,
none,P109,blastomyces,분아진균(속),True,True,False,,,
none,P109,bubbling rale,끓는거품소리,True,True,False,,,
none,P109,reverberating circuit,반향회로,True,True,True,반향회로,,
none,P110,ischial tuberosity structure,궁둥뼈결절,True,True,True,좌골결절,,
none,P110,cold pack,찬물 주머니,True,True,False,,,
none,P110,airborne infection,공기매개감염,True,True,True,공기매개감염,,
none,P111,columella lengthening,코기둥연장(술),True,True,False,,,
none,P111,antivitamin,항비타민물질,True,True,False,,,
none,P111,pyelic,콩팥깔때기-,True,True,False,,,
none,P112,apical surgery,치근단 수술,True,True,False,,,
none,P112,fetal cotyledon,태아쪽태반엽,True,True,False,,,
none,P112,trypanocidal,파동편모충박멸-,True,True,False,,,
none,P113,laceration of back,등 열상,True,True,False,,,
none,P113,cardiac pet-ct,심장 양전자방출단층촬영술,True,True,False,,,
none,P113,epidermolysis bullosa dystrophica,디스트로피성 수포성 표피박리증,True,True,False,,,
none,P114,endoscopic revision dacryocystorhinostomy,내시경 이용 눈물주머니코안 연결 교정,True,True,False,,,
none,P114,oncofetal,종양태아-,True,True,False,,,
none,P114,hydrorachis,수척추증,True,True,False,,,
none,P115,stenopeic,가는틈-,True,True,False,,,
none,P115,extracoronal,치관외-,True,True,False,,,
none,P115,buccal gland,협선,True,True,False,,,
none,P116,ileal neoplasms,돌창자 신생물,True,True,False,,,
none,P116,prostate mri,기본자기공명영상진단-복부-전립선-일반,True,True,False,,,
none,P116,puerility,소아기,True,True,False,,,
none,P117,genuine diabetes,진성당뇨병,True,True,True,진성당뇨병,,
none,P117,cervical vertigo,경추성 현기증,True,True,False,,,
none,P117,dermatitis verrucosa,사마귀피부염,True,True,False,,,
none,P118,antimicrobial eye drop,항균안약,True,True,False,,,
none,P118,pressure suit,가압복,True,True,False,,,
none,P118,derangement of patella,무릎뼈의 장애,True,True,False,,,
none,P119,postmenopausal bleeding,폐경기후 출혈,True,True,False,,,
none,P119,tense,긴장-,True,True,False,,,
none,P119,congruous field defect,일치시야결손,True,True,False,,,
none,P120,metarubricyte,후적혈구,True,True,True,후적혈구,,
none,P120,multiple v-y plasties,V-Y 성형술,True,True,False,,,
none,P120,neonatal oesophageal reflux,신생아식도역류,True,True,True,신생아식도역류,,
none,P121,cryptogenic sepsis,특발성패혈증,True,True,False,,,
none,P121,acne keloidalis,흉터종여드름,True,True,False,,,
none,P121,cheondol,천돌(天突),True,True,False,,,
none,P122,stratified randomization,층별무작위배정(법),True,True,False,,,
none,P122,interferential action,간섭작용,True,True,False,,,
none,P122,psoas shadow,허리근음영,True,True,True,요근음영,,
none,P123,plain radiograph,단순방사선사진,True,True,True,단순방사선사진,,
none,P123,carbamino reaction,카르바미노반응,True,True,False,,,
none,P123,alpha thalassemia,알파 지중해빈혈,True,True,True,알파 지중해빈혈,,
none,P124,immunoglobulin class,면역글로불린계,True,True,False,,,
none,P124,assessing grief,슬픔 사정하기,True,True,False,,,
none,P124,purpura annularis telangiectodes,고리모세혈관확장자색반,True,True,False,,,
none,P125,di guglielmo's disease,디구글리엘모병,True,True,False,,,
none,P125,video-urodynamic study,영상요역동학검사,True,True,False,,,
none,P125,primary syphilis,1기매독,True,True,True,1기매독,,
none,P126,deep mycosis,심재성 진균증,True,True,False,,,
none,P126,endothelium-derived relaxing factor,내피유래이완인자,True,True,True,내피유래이완인자,,
none,P126,descriptive epidemiology,기술역학,True,True,True,기술역학,,
none,P127,drug induce pruritus,약물 유발성 가려움,True,True,False,,,
none,P127,goitrogenic,갑상샘종유발물질-,True,True,False,,,
none,P127,suturing of wound,창상봉합술,True,True,False,,,
none,P128,expectorant mixture,복합거담제,True,True,False,,,
none,P128,reducing artifact,감소인공물,True,True,False,,,
none,P128,bilaminar vitelline placenta,두겹난황태반,True,True,False,,,
none,P129,iridocoloboma,홍채결손,True,True,True,홍채결손,,
none,P129,glissade,글리사드,True,True,True,글리사드,,
none,P129,anecdotal,증례서술적,True,True,True,일화적,,
none,P130,hypofunction,기능저하,True,True,True,기능저하,,
none,P130,ardor,작열감,True,True,True,작열감,,
none,P130,impulse conducting system,심장흥분전도계통,True,True,False,,,
none,P131,hyalomere,투명부위,True,True,False,,,
none,P131,protrusive position,전방위,True,True,False,,,
none,P131,joint swelling non-inflammatory,비염증 관절 부기,True,True,False,,,
none,P132,osteoarthritis,뼈관절염,True,True,True,골관절염,,
none,P132,colpocystocele,질방광탈출(증),True,True,False,,,
none,P132,subspinous,가시돌기밑-,True,True,False,,,
none,P133,refractive accomodative esotropia,굴절조절 내사시,True,True,False,,,
none,P133,apicoectomy,치근첨절제(술),True,True,False,,,
none,P133,flushing,홍조,True,True,False,,,
none,P134,aspirations (psychology),흡인,False,False,False,,,
none,P134,mutiple myeloma,다발성 골수종,True,True,True,다발성 골수종,,
none,P134,dermoepidermal,진피표피-,True,True,False,,,
none,P135,a/s posterior capsulo-labroplasty,관절경 후방 피막테두리성형술,False,False,False,,,
none,P135,entire finger,온손가락,True,True,False,,,
none,P135,appendix ultrasound,맹장 초음파,True,True,True,맹장 초음파,,
none,P136,operative cholangiography,수술쓸개관조영(술),True,True,False,,,
none,P136,ionophore antibiotic,이온투과차단항생제,True,True,False,,,
none,P136,peritoneocentesis,복막천자,True,True,False,,,
none,P137,invasive mole,침윤기태,True,True,False,,,
none,P137,vetebra,척추,True,True,False,,,
none,P137,kub left lateral,"콩팥요관방광촬영, 왼쪽측방향",True,True,False,,,
none,P138,colonic serosa,잘록창자장막층,True,True,False,,,
none,P138,nasalis muscle,코근,True,True,True,비근,,
none,P138,onchocercoma,회선사상충결절,True,True,False,,,
none,P139,corticobasal degeneration,겉질기저 변성,True,True,False,,,
none,P139,nonalcoholic steaohepatitis,비알코올성 지방간염,True,True,True,비알코올성 지방간염,,
none,P139,laryngeal carcinoma,후두 암종,True,True,False,,,
none,P140,pseudoepicanthus,거짓눈구석주름,True,True,False,,,
none,P140,hydropneumothorax,물공기가슴증,True,True,False,,,
none,P140,cathemoglobin,카트헤모글로빈,True,True,True,카트헤모글로빈,,
none,P141,endoscopic retrograde pancreatography,내시경역행이자관조영(술),True,True,False,,,
none,P141,koop's modified pylomyotomy,쿱의 수정 유문근층 절개,True,True,False,,,
none,P141,brachiocephalic trunk,팔머리동맥,True,True,False,,,
none,P142,pubovaginal,두덩질-,True,True,False,,,
none,P142,ulcerated external hemorrhoids,궤양성 외치핵,True,True,True,궤양성 외치핵,,
none,P142,school childhood,학령기,True,True,True,학령기,,
none,P143,horopter,단일시궤도,True,True,False,,,
none,P143,vesicorectal fistula,방광직장루,True,True,True,방광직장루,,
none,P143,dysostosis multiplex group,다발 집단 뼈발생이상,True,True,False,,,
none,P144,parathyroid tetany,부갑상선테타니,True,True,True,부갑상선테타니,,
none,P144,sideroblastic anaemia,철적혈모구빈혈,True,True,False,,,
none,P144,meshwork,섬유주,True,True,False,,,
none,P145,infantile automatism,젖먹이자동증,True,True,False,,,
none,P145,stomatomy,자궁구절개(술),True,True,False,,,
none,P145,familial polyposis,가족성폴립증,True,True,False,,,
none,P146,prootic,귀앞-,True,True,False,,,
none,P146,microencephaly,작은뇌증,True,True,False,,,
none,P146,ant. uveitis,전방포도막염,False,False,True,전방포도막염,,
none,P147,vaccination against staphylococcus,포도구균 예방접종,True,True,True,포도구균 예방접종,,
none,P147,photogene,잔상,True,True,False,,,
none,P147,cortisol-binding globulin,코티솔결합글로불린,True,True,False,,,
